comuna,geometry
PARRAL,"POLYGON ((-71.3356577702181 -36.543683856039, -71.3378369143885 -36.5432068129374, -71.9733838349286 -36.258671128709, -71.9739378433583 -36.2582810977508, -71.9764448644982 -36.2559761012571, -72.0992382935488 -36.1369255853548, -72.0997082547567 -36.1362575394665, -72.1023831262285 -36.126864583239, -72.1064311655901 -36.0878526894906, -72.1064831757212 -36.0867117225311, -72.1062940934938 -36.0853977594094, -72.106136061724 -36.0848357416932, -72.0634684189369 -35.966516156502, -72.0486620185925 -35.9370245626661, -72.0323499460799 -35.9187889658897, -72.0287727382182 -35.9156820254877, -72.025214547485 -35.9148640952532, -72.0216614630674 -35.9157731014111, -71.1244640413672 -36.3270967448394, -71.1231030393183 -36.327748718609, -71.113188738585 -36.3332058831083, -71.1114247339516 -36.3342309198291, -71.1098747423528 -36.3355129924767, -71.1089767152243 -36.3367319715703, -71.1087297289648 -36.3377819093668, -71.1083738922223 -36.3450578846024, -71.1089230270234 -36.3475059306549, -71.1099381280039 -36.3519328487803, -71.1129524824167 -36.3607777340858, -71.1513120247351 -36.4000308794454, -71.1529000878972 -36.401623841465, -71.2067603287403 -36.4481176092606, -71.3307426306809 -36.5426619276415, -71.333507742293 -36.5433698728169, -71.3356577702181 -36.543683856039))"
PEDRO AGUIRRE CERDA,"POLYGON ((-70.6718688408526 -33.5134673979702, -70.6963255376304 -33.5053110561719, -70.6870986136913 -33.4789252399647, -70.6870835781823 -33.4789212124679, -70.686902568082 -33.4788762261228, -70.686646553463 -33.4788212872136, -70.6862705261455 -33.478748200672, -70.6860485439897 -33.4787322851036, -70.6628926527041 -33.4785956221647, -70.662399713221 -33.4786096241592, -70.6612956648636 -33.4787037092267, -70.6557704949248 -33.4792027654643, -70.6559054401177 -33.4794907159005, -70.6701546638285 -33.509862435687, -70.6718688408526 -33.5134673979702))"
PELARCO,"POLYGON ((-71.2796732513043 -35.4685752303408, -71.5484869710749 -35.41767680155, -71.5505389863103 -35.4172177322653, -71.559722266793 -35.4136995902024, -71.5610132545739 -35.4122626207005, -71.5604602166721 -35.4106076113626, -71.5353540650027 -35.363488279004, -71.3889316389871 -35.3221839513194, -71.3815452580707 -35.3207730443234, -71.2758579440227 -35.3060279104768, -71.25560430965 -35.3083543148213, -71.1927195251432 -35.3333282523307, -71.1467306509072 -35.3649289707353, -71.1449776067146 -35.3670449649827, -71.1437566975459 -35.3697469870154, -71.1435457313833 -35.3715369243684, -71.1522334617549 -35.3864637477929, -71.2752250069428 -35.4661002992469, -71.2796732513043 -35.4685752303408))"
PELLUHUE,"POLYGON ((-72.6531622176876 -36.0486372591299, -72.7802339722372 -36.0147221633919, -72.7804339761164 -36.0140251577892, -72.7875042693361 -35.9776012829829, -72.7871721978743 -35.976406254524, -72.786827110141 -35.9756572763281, -72.7827818941132 -35.9699343318908, -72.5666203335673 -35.7591503710802, -72.5655442730477 -35.75966834531, -72.5303584951268 -35.7773778442298, -72.4463780487741 -35.876048835668, -72.4281431117141 -35.9045690532065, -72.4282431802051 -35.9059429939753, -72.4286471836218 -35.9067750549877, -72.4293233016208 -35.908107011841, -72.4564580290687 -35.9387023378134, -72.4588302831352 -35.9412762781018, -72.4607293503377 -35.942633219656, -72.6531622176876 -36.0486372591299))"
PEMUCO,"POLYGON ((-71.8787275494843 -37.065900912835, -71.8798545760514 -37.0658109120665, -72.1323073925354 -37.0417524893599, -72.1726376594278 -37.035583789259, -72.1734416370272 -37.0353708061801, -72.1765157389321 -37.0344577921102, -72.2843317995561 -36.9986920317616, -72.2871228475396 -36.99767897071, -72.3199866720136 -36.984416469662, -72.3215567782418 -36.9836234977721, -72.3250968002601 -36.9816314388901, -72.3263338246444 -36.9809134093057, -72.3413040296468 -36.968649191262, -72.3830680181068 -36.9118838438418, -72.3835729734893 -36.9099888609321, -72.3798495801844 -36.8655222212931, -72.3631228434431 -36.863062473464, -72.3394910884848 -36.864456973632, -71.6128959514025 -36.9686223444697, -71.607125737627 -36.969450465557, -71.6057147219129 -36.9705724404428, -71.6037356283913 -36.9732644486494, -71.5923627257709 -36.9891226088152, -71.5988933814905 -37.0041433758963, -71.5993384189867 -37.0045383450311, -71.6001584956015 -37.0049253609596, -71.6413594123337 -37.0212984558525, -71.6701367764115 -37.0299009121662, -71.68705549521 -37.0345705591157, -71.6937897728943 -37.0361964860894, -71.7396808291439 -37.0454975491909, -71.7808895040473 -37.0526767999932, -71.8739433422801 -37.0657749816097, -71.8787275494843 -37.065900912835))"
PENAFLOR,"POLYGON ((-70.939931893728 -33.6450568209704, -70.9415748827215 -33.6448787189199, -70.9540023093495 -33.6427025949659, -70.9579534216545 -33.6417275146073, -70.9593974927953 -33.6413244613022, -70.9608265566714 -33.6402374727564, -70.9615794474832 -33.6392374065962, -70.96355543179 -33.6335474370943, -70.9654953639322 -33.6274284380581, -70.96682828322 -33.6220293637338, -70.9533423828194 -33.6025746631511, -70.949539107732 -33.5976666750591, -70.9348492888131 -33.5864430243732, -70.8799989165993 -33.5717718752431, -70.8789049084497 -33.5717339433479, -70.8532589803305 -33.5748893929326, -70.8343464281425 -33.5813186679484, -70.8315983950499 -33.5836976813847, -70.8161262192887 -33.600286902115, -70.8272990260639 -33.6155556950021, -70.8430991107056 -33.636643364701, -70.8463802374608 -33.6398612962559, -70.939931893728 -33.6450568209704))"
PENALOLEN,"POLYGON ((-70.5432291438022 -33.5153925500725, -70.5665139378477 -33.5144241467628, -70.5891107718781 -33.5128297388047, -70.5906257838516 -33.5107847933687, -70.5903356868266 -33.5084677559669, -70.5901417147169 -33.5078987485107, -70.5773623548408 -33.4721910812657, -70.5762773094846 -33.4692710322428, -70.5750781540232 -33.4660651029964, -70.5746141671832 -33.4648331444955, -70.5731599463127 -33.4616940914715, -70.5731580352638 -33.4616901530578, -70.5020343893834 -33.4617712680131, -70.483439685801 -33.4634466257822, -70.4822096472062 -33.4635826412351, -70.4388555462129 -33.485583236749, -70.4374565045048 -33.4883263180539, -70.4367745959049 -33.4907662649764, -70.450260182082 -33.4948430866653, -70.5404279579168 -33.5148885720479, -70.5432291438022 -33.5153925500725))"
PENCAHUE,"POLYGON ((-71.9530112682775 -35.471792562224, -71.9563774288417 -35.4717104501648, -72.0989829110606 -35.4420531366878, -72.1028600051909 -35.4409490528422, -72.1054567671187 -35.39083421437, -72.1054337163243 -35.3886812781309, -72.1043585399385 -35.3823493091883, -72.101983334707 -35.3787543750983, -71.9888959981282 -35.2908027367032, -71.8809049501527 -35.2136449317932, -71.76595611344 -35.1490901913969, -71.7556606244764 -35.1465113988012, -71.7480434132865 -35.1456025076268, -71.7290926192686 -35.1460307959809, -71.6795723390745 -35.1631735762527, -71.5636372320739 -35.2098183934939, -71.5616811571207 -35.2106224096497, -71.5600441367031 -35.2137074196832, -71.5571093867228 -35.2267334927633, -71.5726165401357 -35.2913799141443, -71.5732366719736 -35.2936348851594, -71.7219491680858 -35.4483756598701, -71.7369049801253 -35.4569283491397, -71.7388869914147 -35.4580032799628, -71.7417341502174 -35.4591002414961, -71.7467944348581 -35.4601041219622, -71.7501634833432 -35.4606500911536, -71.9062945910712 -35.4702512943232, -71.9530112682775 -35.471792562224))"
PENCO,"POLYGON ((-72.8675645405687 -36.7921918036931, -72.8877671613619 -36.7920774742627, -72.9198223520565 -36.7914768442974, -73.0220598931359 -36.7835160523382, -73.0239059662683 -36.7833530658079, -73.0278761221278 -36.7828269853206, -73.0378692558779 -36.7775338128893, -73.0406213130502 -36.7754447717093, -73.0422783619396 -36.7732907996735, -73.0425723141336 -36.7729077758617, -73.0435493231587 -36.7715797535497, -73.0440242942794 -36.7693737414119, -73.0452801338203 -36.763266832656, -73.0335172989928 -36.745888151761, -72.9748766206553 -36.6928845501302, -72.9401263606358 -36.6929331491205, -72.9279339771282 -36.6940393678911, -72.9268689464373 -36.6942733759032, -72.9261728663489 -36.6944943843947, -72.8960620986416 -36.705109893315, -72.8934330209706 -36.706382957072, -72.8931130064971 -36.7065949523059, -72.8502386047903 -36.7472504183302, -72.8503296591446 -36.747546472679, -72.8675645405687 -36.7921918036931))"
PERALILLO,"POLYGON ((-71.5415101669498 -34.5653282141229, -71.5437233080729 -34.5651912271157, -71.5456302708999 -34.5646092126014, -71.6249162042838 -34.5243349482036, -71.6341774629758 -34.5183217943505, -71.6425656518769 -34.5125166949454, -71.6384191987012 -34.5000848482103, -71.5818481430283 -34.4244050282197, -71.5678833165686 -34.4115102689783, -71.4734737836251 -34.3675900448467, -71.4588481261473 -34.3620662790681, -71.4242438366095 -34.3576848585057, -71.3789994222663 -34.4509763244663, -71.3760134739909 -34.460045344133, -71.3746399765051 -34.4797713223441, -71.4080928045589 -34.5072616791785, -71.4151831689877 -34.5110425696175, -71.4192974169094 -34.5130065073468, -71.5376900456483 -34.5643673216569, -71.5415101669498 -34.5653282141229))"
PERQUENCO,"POLYGON ((-72.528925117793 -38.5131090906653, -72.532019191846 -38.5129160736861, -72.5478857589509 -38.5105617539601, -72.5495867759797 -38.5100807287217, -72.5804645454445 -38.4962762766911, -72.5812565637718 -38.4956722782259, -72.6414657101279 -38.4270816835185, -72.6403546103361 -38.424696792755, -72.6392214302519 -38.422916831001, -72.6373753289112 -38.4214838356651, -72.5240452223903 -38.3588615146367, -72.3953052583856 -38.3505079262252, -72.2357901267376 -38.3811427324151, -72.2586136899728 -38.4378188081322, -72.2630722282239 -38.4485586018821, -72.346825322776 -38.4823577709133, -72.528925117793 -38.5131090906653))"
PETORCA,"POLYGON ((-71.062387693692 -32.3876114918639, -71.0880274215349 -32.3761381259092, -71.0907144666484 -32.3747480813067, -71.104906789828 -32.3659118567422, -71.1575272369456 -32.299901032161, -71.1743423331102 -32.2733508067686, -71.1818897889258 -32.1918877045534, -71.1837053856207 -32.1706887264316, -71.0451153833848 -32.0340789155857, -71.0428412592093 -32.03277100289, -70.7385728087551 -32.0195957377789, -70.7349267445366 -32.0207718270021, -70.7065829320519 -32.0304942276358, -70.6585697075544 -32.0543710443303, -70.4570467668025 -32.1713121447254, -70.4558577311856 -32.1720212071498, -70.4551167294687 -32.1734211952, -70.4502508053165 -32.1829572354456, -70.4491978303967 -32.1854042568987, -70.4491218002764 -32.1874933253964, -70.4494889331642 -32.1900112763901, -70.4525043710039 -32.2046642301707, -70.4533124764332 -32.2074392199779, -70.4556556153908 -32.210718190247, -70.4768927539957 -32.2296278053347, -70.4861912630492 -32.2365987303901, -70.5201709550469 -32.2558331672531, -70.5255502300768 -32.2573200229381, -71.0606236844923 -32.3875825469746, -71.062387693692 -32.3876114918639))"
PEUMO,"POLYGON ((-71.1589013654311 -34.4170401609464, -71.173291943386 -34.4154949640878, -71.1758609755325 -34.4151069396424, -71.1769580574565 -34.4149409042885, -71.179355117654 -34.413921861055, -71.2289644094154 -34.391714014614, -71.230375471688 -34.390781033061, -71.3069267530463 -34.3296519528098, -71.2953355409371 -34.2975292387581, -71.2924142045699 -34.2897003487783, -71.289671021829 -34.2840683463061, -71.2883089116743 -34.2816194110951, -71.2870928551615 -34.2801754231086, -71.2827215044848 -34.2753065226261, -71.2816945039408 -34.2743175144749, -71.2648205471298 -34.2597808796822, -71.2620683025672 -34.2580899368956, -71.2539469582968 -34.2537480299207, -71.2525259171266 -34.2534071176975, -71.1882184533066 -34.2520061697673, -71.1774461709335 -34.2567763519465, -71.1348023041576 -34.4093825945456, -71.135150434238 -34.4126535670566, -71.1402237434825 -34.4161154721461, -71.1589013654311 -34.4170401609464))"
PICA,"POLYGON ((-68.860598938443 -21.2841314068732, -69.4795532445174 -20.7315417515607, -69.477239690717 -20.2518362069097, -68.9077064124831 -19.6000144860299, -68.5281156793198 -19.8447208019247, -68.4390764011227 -20.6406271186695, -68.439302434879 -20.6437261367949, -68.4852575875224 -20.9465798159669, -68.5102770853512 -21.003287386726, -68.5374187695839 -21.0645789246649, -68.860598938443 -21.2841314068732))"
PICHIDEGUA,"POLYGON ((-71.2557347019744 -34.4841533298174, -71.3848972148358 -34.4335423146027, -71.4014116596043 -34.4267190678902, -71.4021735975769 -34.4261420683164, -71.4588481261473 -34.3620662790681, -71.4618170527678 -34.3549532625859, -71.4668607240568 -34.2896993532117, -71.4666873339009 -34.2764184421973, -71.4635470567837 -34.2694395074143, -71.455450413284 -34.2551527163654, -71.4537672708873 -34.2522967001569, -71.4491020702304 -34.2490908208894, -71.446699945254 -34.2476148327664, -71.3802390688137 -34.2709089244687, -71.3637715471103 -34.2767361874756, -71.357781390334 -34.2803242936559, -71.1857180739189 -34.405784757677, -71.1844900857207 -34.4068888012787, -71.1758609755325 -34.4151069396424, -71.195181465701 -34.444717446159, -71.2528975549045 -34.4831284018352, -71.2557347019744 -34.4841533298174))"
PICHILEMU,"POLYGON ((-71.9232223744129 -34.5735747783573, -72.0531185940907 -34.5490455701913, -72.0531635326876 -34.5477896052084, -72.049787333154 -34.4235831044323, -72.0016854189758 -34.1731447201973, -71.988306768461 -34.167021985644, -71.9864397405095 -34.1664909975053, -71.9440070418891 -34.1624107712881, -71.9413239741919 -34.162665793081, -71.8566002392534 -34.1784831443903, -71.8469189963248 -34.1803963439751, -71.8289804449669 -34.1843446776778, -71.8204982595462 -34.189812793281, -71.8151171772749 -34.1937908150273, -71.8114791213356 -34.1974548951359, -71.742405644841 -34.5260679875163, -71.7503049891177 -34.5305448358777, -71.7533071732742 -34.5317897224497, -71.7640226618258 -34.5359256105525, -71.7738040441043 -34.5384874013564, -71.9209082628924 -34.5731497845422, -71.9232223744129 -34.5735747783573))"
PINTO,"POLYGON ((-71.1466895084327 -37.1187447754733, -71.2688829519278 -37.1111305720443, -71.2703889356611 -37.1109385994478, -71.409058577417 -37.0903692374039, -71.5694344417325 -37.0116838838211, -71.5965340369603 -36.996368461068, -72.0000632830277 -36.749703787396, -72.0075633136678 -36.7039139207147, -71.9798794842399 -36.6739296135738, -71.9385596888791 -36.665333384195, -71.9334145144058 -36.6658424819161, -71.4273125948344 -36.8115646546227, -71.2588090372357 -36.913389995574, -71.1680279379077 -36.9981430903481, -71.1602569753545 -37.0077441775454, -71.1492249708721 -37.0218333204026, -71.0959342727499 -37.1082597468303, -71.0952973148116 -37.1093397137073, -71.0953313191957 -37.1105857410188, -71.0954394224817 -37.1111687308136, -71.1158832852071 -37.1164682956701, -71.1198414498298 -37.1172152775511, -71.1247126613665 -37.1176941299121, -71.1358710617325 -37.1183108980035, -71.1466895084327 -37.1187447754733))"
PIRQUE,"POLYGON ((-70.473801562349 -33.8609010297788, -70.4742106475447 -33.8608719640352, -70.5242748160891 -33.8321702624676, -70.593596205245 -33.7807571526119, -70.5949312535425 -33.7794301508511, -70.6465072252246 -33.6976335140111, -70.6525728562808 -33.675600476607, -70.6531619076034 -33.6724964670626, -70.6517065800154 -33.6641965222111, -70.6509705040424 -33.6627274970261, -70.6317254904206 -33.6457058532732, -70.5661483871715 -33.6198249919765, -70.4616195669287 -33.581828704348, -70.4610195824355 -33.5816527307121, -70.4481910649023 -33.5787159885364, -70.4465759355156 -33.5784099331971, -70.4459299472636 -33.5783410172832, -70.4445759110008 -33.5784039941086, -70.4441179424312 -33.5789110324744, -70.4073550864291 -33.6470545182321, -70.4003523980206 -33.7114844825298, -70.4000182246021 -33.7500904161411, -70.4029808548883 -33.8113302579415, -70.403825929048 -33.8181031880246, -70.405825181256 -33.8250301519211, -70.4081715042757 -33.8319531096321, -70.4104086348604 -33.8370360323913, -70.411688752885 -33.8384650822246, -70.4288007285926 -33.8548687784101, -70.473801562349 -33.8609010297788))"
PITRUFQUEN,"POLYGON ((-72.314775358427 -39.2353877317022, -72.9453252542181 -39.1483015215623, -72.9604526833273 -39.141978306459, -72.9642897515104 -39.1397232616286, -72.9689837522523 -39.1359701570148, -72.9720967665945 -39.133006153523, -72.9737387736215 -39.130684124637, -72.9866127177098 -39.1118990753137, -72.986889703009 -39.1113930456899, -72.9954599984194 -39.0178227767755, -72.9948540126394 -39.0175797524791, -72.992844880034 -39.0168028366242, -72.9753640977169 -39.0101852588628, -72.9731419377164 -39.0097752320164, -72.6472295296602 -38.9711767956908, -72.6450355341102 -38.9713699140293, -72.6425964410272 -38.97161695272, -72.6407133767998 -38.9721719144883, -72.57014534892 -38.9930891133884, -72.5317713039837 -39.0052487442965, -72.5270212395151 -39.0078117995343, -72.3558573597448 -39.1212900342819, -72.3438885062828 -39.1398540697972, -72.3404304729491 -39.1454160925759, -72.3322287052844 -39.1623290328728, -72.3306837243775 -39.1663430445734, -72.3107989414743 -39.2277108277865, -72.3108589288943 -39.2285798283215, -72.3110279630251 -39.2290168564312, -72.314775358427 -39.2353877317022))"
